AssessmentIndDefinition.Name,AssessmentIndDefinitionId,ExternalId__c,AssessmentTaskDefinitionId,DisplayOrder
"A registrant must make an emergency response plan that describes the procedures to be followed to prepare for, mitigate, respond to and recover from an emergency at the assisted living residence",0eubZ00000001GRQAY,Emergency Preparedness SU Application,0Z4bZ00000000BdSAI,
"Registrant must ensure all employees, other than a volunteer to whom section 22 (2) [character and skill requirements] applies, are trained in the implementation of the emergency response plan, including in the use of equipment referred to in the plan.",0eubZ00000001GXQAY,Emergency Preparedness SU Application,0Z4bZ00000000BdSAI,
A registrant must display prominently throughout the assisted living residence evacuation procedures and a diagram of the location of emergency exits.,0eubZ00000001GYQAY,Emergency Preparedness SU Application,0Z4bZ00000000BdSAI,
A registrant must ensure that the assisted living residence has emergency exits and egress windows that are appropriate to resident needs and capabilities.,0eubZ00000001GZQAY,Emergency Preparedness SU Application,0Z4bZ00000000BdSAI,
A registrant must ensure that reliable communication equipment is accessible to all employees during an emergency.,0eubZ00000001GaQAI,Emergency Preparedness SU Application,0Z4bZ00000000BdSAI,
"A registrant must ensure that fire protection equipment is inspected, tested and maintained, in accordance with the recommendations, if any, of the manufacture.",0eubZ00000001GbQAI,Emergency Preparedness SU Application,0Z4bZ00000000BdSAI,
"A registrant must ensure that fire protection equipment is inspected, tested and maintained  at least annually.",0eubZ00000001GcQAI,Emergency Preparedness SU Application,0Z4bZ00000000BdSAI,
"A registrant must ensure that other emergency equipment is inspected, tested and maintained in accordance with the recommendations, if any, of the manufacturer.",0eubZ00000001GdQAI,Emergency Preparedness SU Application,0Z4bZ00000000BdSAI,
"A registrant must ensure that, at all times, an employee who holds a valid first aid and CPR certificate, provided on completing a course that meets the requirements of Schedule B, is readily accessible to residents.",0eubZ00000001GfQAI,Employees/Staff SU Application,0Z4bZ00000000BeSAI,
A registrant must have first aid supplies readily accessible to all employees.,0eubZ00000001GgQAI,Emergency Preparedness SU Application,0Z4bZ00000000BdSAI,
A registrant must make a plan describing the procedures to be followed to prevent and respond to opioid overdoses by residents.,0eubZ00000001GjQAI,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
"Without limiting section 27 [first aid], a registrant must ensure all of the following: that naloxone and related supplies are readily accessible to all employees and residents.",0eubZ00000001GkQAI,Emergency Preparedness SU Application,0Z4bZ00000000BdSAI,
"Without limiting section 27 [first aid], a registrant must ensure all of the following: that all employees are trained in how to administer naloxone.",0eubZ00000001GlQAI,Employees/Staff SU Application,0Z4bZ00000000BeSAI,
"Without limiting section 27 [first aid], a registrant must ensure all of the following: that all residents are given information respecting how to administer naloxone.",0eubZ00000001GmQAI,Emergency Preparedness SU Application,0Z4bZ00000000BdSAI,
 A registrant must display in a prominent place in the assisted living residence a statement of the rights of residents.,0eubZ00000001HRQAY,Residents' Rights SU Application,0Z4bZ00000000BhSAI,
A registrant must not use electronic surveillance in a unit or washroom.,0eubZ00000001HdQAI,Residents' Rights SU Application,0Z4bZ00000000BhSAI,
A registrant must display in a prominent place in the assisted living residence the information described in section 31 (3) (b) [residency agreement] respecting complaints to the registrar.,0eubZ00000001HsQAI,Residents' Rights SU Application,0Z4bZ00000000BhSAI,
"If residency ends unexpectedly ,i.e. resident abandons the AL residence or required to leave under the terms of the res agreement, a registrant must unless not practicable provide a personal naloxone kit if  person is at risk of experiencing an opioid OD",0eubZ00000001IMQAY,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
A registrant must make a plan describing the procedures to be followed topromote general health and hygiene amongst residents.,0eubZ00000001IOQAY,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
A registrant must make a plan describing the procedures to be followed toprevent the spread of infectious disease in the assisted living residence.,0eubZ00000001IPQAY,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
"A registrant must ensure that food and fluids provided by the registrant to residents are prepared, stored, served and handled safely.",0eubZ00000001IZQAY,Health and Safety SU Application,0Z4bZ00000000BbSAI,
"A registrant must ensure that at least one employee who holds a current FOODSAFE certificate is present at the assisted living residence while food is prepared, served and handled.",0eubZ00000001IaQAI,Health and Safety SU Application,0Z4bZ00000000BbSAI,
Nothing in subsection (2) or (3) prevents residents from preparing their own food or fluids.,0eubZ00000001IbQAI,Residents' Rights SU Application,0Z4bZ00000000BhSAI,
"A registrant must do all of the following if this section applies:within 24 hours of the incident, report the incident to all of the following:the registrar, in the form and manner required by the registrar.",0eubZ00000001IgQAI,Health and Safety SU Application,0Z4bZ00000000BbSAI,
A registrant must do all of the following if this section applies:make a record of the reportable incident and of the actions taken under paragraph .a.,0eubZ00000001IjQAI,Administrative and Other Matters SU Application,0Z4bZ00000000BfSAI,
A registrant must ensure that hospitality services are provided to residents in a manner thatpromotes resident independence.,0eubZ00000001IoQAI,Hospitality Service SU Application,0Z4bZ00000000BiSAI,
A registrant must ensure that hospitality services are provided to residents in a manner thatdoes not jeopardize the health or safety of residents.,0eubZ00000001IpQAI,Hospitality Service SU Application,0Z4bZ00000000BiSAI,
"A registrant must ensure that a menu plan is developed thatdescribes the meals, fluids and snacks for each day over at least a 4 week cycle.",0eubZ00000001IrQAI,Hospitality Service SU Application,0Z4bZ00000000BiSAI,
A registrant must ensure that a menu plan is developed thatis consistent with the recommendations set out in Canada's Food Guide.,0eubZ00000001IsQAI,Hospitality Service SU Application,0Z4bZ00000000BiSAI,
"A registrant must ensure that a menu plan is developed thatprovides for a variety of foods and fluids, taking into consideration the nutritional needs and cultural, spiritual and personal preferences of residents.",0eubZ00000001ItQAI,Hospitality Service SU Application,0Z4bZ00000000BiSAI,
"If a food or fluid is substituted for a food or fluid described in a daily menu, a registrant must ensure thatresidents are informed of the substitution.",0eubZ00000001IyQAI,Hospitality Service SU Application,0Z4bZ00000000BiSAI,
"A registrant must ensure that all meals, fluids and snacks provided to residentsare provided in sufficient portions to meet residents' needs and ensure adequate hydration.",0eubZ00000001J1QAI,Hospitality Service SU Application,0Z4bZ00000000BiSAI,
"Nothing in subsection (1) prevents residents from preparing their own meals, fluids or snacks.",0eubZ00000001J2QAI,Hospitality Service SU Application,0Z4bZ00000000BiSAI,
A registrant must post or otherwise provide to residents the daily menu and meal times.,0eubZ00000001J3QAI,Hospitality Service SU Application,0Z4bZ00000000BiSAI,
"A registrant must provide housekeeping services thatinclude, at the least, sufficient cleaning of the premises, including regular cleaning of hard surfaces, to prevent disease and ensure a safe, clean and sanitary environment.",0eubZ00000001J7QAI,Hospitality Service SU Application,0Z4bZ00000000BiSAI,
