AssessmentIndDefinition.ExternalId__c,AssessmentIndDefinition.Name,AssessmentIndDefinitionId,AssessmentTaskDefinition.Name,AssessmentTaskDefinitionId,DisplayOrder,ExternalId__c,Id
S.77.a.i ,"A registrant must keep the following records: or each employee, the employee's name and the date on which the employee's employment began.",0eubZ00000001KXQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,L5ACU8RW5FFIPOCGBT
S.77.a.ii ,"A registrant must keep the following records: or each employee, the employee's job title and a notation of whether the employee is staff, a contractor or a volunteer.",0eubZ00000001KYQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,SIW5I36UBHUD38PT2H
S.77.a.iii ,"A registrant must keep the following records: or each employee,a copy of the records required under S 22 (1) [character and skill requirements] and, if applicable, 23 (1) [additional requirements for Supportive Recovery class].",0eubZ00000001KZQAY,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,OEHYE82TLDZGJEIAGC
S. 77. b ,A registrant must keep records made or obtained for the purpose of ensuring compliance with S 22 (3) and 24 (2) [continuing obligations].,0eubZ00000001KaQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,RY3OJKVFD0MQELB02I
S. 78. 1 ,"Subject to subsections (2) to (4), a registrant must keep all records referred to in this regulation for at least one year.",0eubZ00000001KbQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,U5URO3RTIRMEYUKFX6
S. 78. 2 ,A registrant must keep a record referred to in S 76 [resident records] for at least 2 years from the date the residency of the resident who is the subject of the record ends.,0eubZ00000001KcQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,RSURKP1ZIULLKTX8XO
S. 78. 3.a , A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: 5 years from the date on which the form was signed.,0eubZ00000001KdQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,3THHSWXDILXO7GS7VL
S. 78. 3.b  ,A registrant must keep all signed original forms authorizing criminal record checks to be done until the earlier of the following: the date on which the employment of the employee who is the subject of the form ends.,0eubZ00000001KeQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,HQUANJGSIYSROCHXU0
S. 78. 4 ,A registrant must keep all records required under S 77 [employee records] for the entire time that the subject of the records is an employee.,0eubZ00000001KfQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,W0YDCAJ0S2FMB2RAWV
S. 79 ,A registrant must make all records referred to in this regulation available to the registrar on request of the registrar and within the period requested.,0eubZ00000001KgQAI,Administrative and Other Matters SN Compliance,0Z4bZ00000000BoSAI,,Administrative and Other Matters SN Compliance,G9TH5WVRWFJBXBCEJH
S.31.1. Schedule C. 1.a ,A residency agreement must include all of the following:the names of the registrant and the resident.,0eubZ00000001KhQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,YEGY0L7OQEG1MOMJDO
S.31.1. Schedule C. 1.b ,"A residency agreement must include all of the following:the name and contact information of the manager, if the registrant is not the manager.",0eubZ00000001KiQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,WDBHPPG8NLPRTNE0XT
S.31.1. Schedule C. 1.c ,"A residency agreement must include all of the following:the names and contact information of the resident's contact person and personal representative, if any.",0eubZ00000001KjQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,D5YZMAC2NR04NAETZN
S.31.1. Schedule C. 1.d ,"A residency agreement must include all of the following:the purposes for which the registrant may contact the resident's contact person and personal representative, if any.",0eubZ00000001KkQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,DNZA9GNJDGHJ3ONMBF
S.31.1. Schedule C. 2.a ,A residency agreement must include both of the following:the date on which the residency agreement is made.,0eubZ00000001KlQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,GDNMRFEW30WKIKTWLR
S.31.1. Schedule C. 2.b ,A residency agreement must include both of the following:the date on which the resident is to start residing in the assisted living residence.,0eubZ00000001KmQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,UW12PODJVQIHBMIUNQ
S.31.1. Schedule C. 3.a ,The following must be described in a residency agreement:the registrant's duties and responsibilities.,0eubZ00000001KnQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,GCOGFUZ8OE3OTBKIUC
S.31.1. Schedule C. 3.b ,"The following must be described in a residency agreement:the hospitality services and assisted living services provided by the registrant, including dietary accommodations, if any.",0eubZ00000001KoQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,JUOSQUCWYFCZARSGMC
S.31.1. Schedule C. 3.c ,"The following must be described in a residency agreement:the general level and type of training, experience, skills and other qualifications of the employees who provide assisted living services.",0eubZ00000001KpQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,K6SYVTRY0J1PYTS3OI
S.31.1. Schedule C. 3.d ,The following must be described in a residency agreement:the rules of the assisted living residence.,0eubZ00000001KqQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,LF8SSIKWFFP3LVOLOW
S.31.1. Schedule C. 3.e ,The following must be described in a residency agreement:any electronic surveillance or tracking used at the assisted living residence.,0eubZ00000001KrQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,FLHAGJ1CDMFJFQGS7P
S.31.1. Schedule C. 3.f ,The following must be described in a residency agreement:the rights of residents as those rights relate to residing in the assisted living residence.,0eubZ00000001KsQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,CDEV51ACNMWW79CDCZ
S.31.1. Schedule C. 3.g ,The following must be described in a residency agreement:the resident's responsibilities.,0eubZ00000001KtQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,9KG5ADFFC2JCS2RR7A
S.31.1. Schedule C. 3.h ,"The following must be described in a residency agreement:whether any persons residing in the assisted living residence are not residents and, if so, whether those persons will have access to the common areas of the assisted living residence.",0eubZ00000001KuQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,ABUQWU2WRXYT2DYPIF
S.31.1.Schedule C. 3.i ,The following must be described in a residency agreement:the circumstances under which the resident may no longer reside in the assisted living residence and the criteria that will guide a decision to end the resident's residency.,0eubZ00000001KvQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,6NXZBRXE7KRK1ZMD8F
S.31.1. Schedule C. 4.a ,A residency agreement must include an itemized list of all fees payable by the resident for residency.,0eubZ00000001KwQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,VLV2XPK4FZPTMTH8YY
S.31.1. Schedule C. 4.b ,A residency agreement must include a description of the circumstances under which the fees may change.,0eubZ00000001KxQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,IW0MGRJUJDWKVRLCSV
S.31.1. Schedule C. 4.c ,A residency agreement must include a statement of when residency fees are due.,0eubZ00000001KyQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,8714POLBK9EWBEW9QA
S.31.1. Schedule C. 4.d ,A residency agreement must include a description of all optional services and the fees for each of them.,0eubZ00000001KzQAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,FP7QIBAWBPLAATGTMI
S.31.1. Schedule C. 4.e ,A residency agreement must include  the terms and conditions for the payment and refund of fees.,0eubZ00000001L0QAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,BQX1SRYAXAZOZVWRHO
S.31.1. Schedule C. 4.f ,A residency agreement must include a statement of the amount of any security or damage deposit paid or payable.,0eubZ00000001L1QAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,YGGTA4LRIQCSLZZZTX
S.31.1. Schedule C. 5.a ,A residency agreement must describe the circumstances in which the residency agreement may be changed.,0eubZ00000001L2QAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,RJTGUBEU6A3FHLZ37A
S.31.1. Schedule C. 5.b ,"A residency agreement must describe the procedures to be used to change the residency agreement, including respecting the giving of advance notice of proposed changes.",0eubZ00000001L3QAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,63NRLPCVFLRFM6BPWJ
S.31.1. Schedule C. 5.c ,"A residency agreement must describe the changes, if any, that the registrant may make to the residency agreement without the consent of the resident.",0eubZ00000001L4QAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,XH6YGQTUKD2LYDXTVP
S.33.1.a. Schedule D.1 ,"A personal service plan must identify, and describe the nature and scope of, the hospitality services and assisted living services to be provided to a resident, taking into consideration the resident's needs, capabilities and preferences.",0eubZ00000001L9QAI,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,XIB8ZYVIPXPNJWFADX
S.33.1.a. Schedule D.2 ,A personal service plan must not include a hospitality service or an assisted living service that has not been approved by the resident under S 33 (3) (b) [personal service plan] of the regulation.,0eubZ00000001LAQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,YHFGE5AFM09SAG9TEA
S.33.1.a. Schedule D. 1 ,"If a resident requires a therapeutic diet, the resident's personal service plan must include an individual dietary plan.",0eubZ00000001LBQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,JXZRIMOI4P1KQ6JROZ
S.33.1.a. Schedule D. 2 ,"If a resident is receiving assistance with behaviour management, the resident's personal service plan must include a behaviour management plan.",0eubZ00000001LCQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,EPNPRG3QDNNCX9JE55
S.33.1.a. Schedule D. 3 ,"If a resident is receiving assistance with managing meds, the resident's PSP must describe the supports, if any, the resident needs to administer the meds safely, taking into consideration that resident's needs and capabilities.",0eubZ00000001LDQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,RUJCT4AGM5TD6QBEPR
S.33.1.a. Schedule D. 4 ,"If a resident is receiving dietary accommodations to meet the resident's nutritional needs, including food allergies or intolerances and cultural, spiritual or personal preferences, the resident's PSP must describe those accommodations.",0eubZ00000001LEQAY,Planning and Support Agreements SN Compliance,0Z4bZ00000000BpSAI,,Planning and Support Agreements SN Compliance,CXLG5Y6QXB8UFJ3TZC
